,tweet_id,timestamp,source,text,expanded_urls,name,shortened_url,dog_type,favorite_count,retweet_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,rating
22,826958653328592898,2017-02-02 01:01:21,iPhone,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10,https://twitter.com/dog_rates/status/826958653328592898/photo/1,Loki,https://t.co/QV5nx6otZR,doggo,23426,5623,golden_retriever,0.6173890000000001,True,Labrador_retriever,0.33705300000000005,True,tennis_ball,0.00855442,False,12.0
23,826848821049180160,2017-02-01 17:44:55,iPhone,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af,"https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1",Cupid,https://t.co/WS0Gha8vRh,doggo,39683,11553,Great_Pyrenees,0.858764,True,golden_retriever,0.0235257,True,Pekinese,0.017103900000000002,True,13.0
24,826476773533745153,2017-01-31 17:06:32,iPhone,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10,https://twitter.com/dog_rates/status/826476773533745153/photo/1,Pilot,https://t.co/YIV8sw8xkh,doggo,19998,4714,German_shepherd,0.7418600000000001,True,Tibetan_mastiff,0.122812,True,kelpie,0.10046,True,12.0
25,826204788643753985,2017-01-30 23:05:46,iPhone,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW","http://us.blastingnews.com/news/2017/01/kentucky-teen-helps-lost-yellow-labrador-and-gets-a-huge-surprise-001431969.html?sbdht=_pM1QUzk3wsenGU1giO7UnJ5NGGiKRW9AD5xs2MkaDpYY13JxbtKE4w2_,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1",,https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX,doggo,5287,1055,Labrador_retriever,0.782058,True,golden_retriever,0.156581,True,soft-coated_wheaten_terrier,0.00727512,True,13.0
26,821765923262631936,2017-01-18 17:07:18,iPhone,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af,https://twitter.com/dog_rates/status/821765923262631936/photo/1,Duchess,https://t.co/maDNMETA52,doggo,9202,1870,golden_retriever,0.980071,True,Labrador_retriever,0.00875751,True,Saluki,0.00180595,True,13.0
27,821407182352777218,2017-01-17 17:21:47,iPhone,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance),https://twitter.com/dog_rates/status/821407182352777218/video/1,Sundance,https://t.co/Xn5AQtiqzG,doggo,12872,4924,Irish_setter,0.5054960000000001,True,vizsla,0.168747,True,Chesapeake_Bay_retriever,0.111311,True,14.0
28,821107785811234820,2017-01-16 21:32:06,iPhone,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey,https://twitter.com/dog_rates/status/821107785811234820/photo/1,,https://t.co/8SiwKDlRcl,doggo,10483,2413,Pomeranian,0.85659,True,papillon,0.0385365,True,Yorkshire_terrier,0.0331458,True,11.0
29,819924195358416896,2017-01-13 15:08:56,iPhone,Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him,https://twitter.com/dog_rates/status/819924195358416896/video/1,,https://t.co/XdRNXNYD4E,doggo,14047,5478,bathtub,0.100896,False,shower_curtain,0.0918664,False,tub,0.049176300000000006,False,11.0
30,819006400881917954,2017-01-11 02:21:57,iPhone,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet,"https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1",Sunny,https://t.co/YOC1fHFCSb,doggo,49254,21336,prison,0.907083,False,palace,0.0200891,False,umbrella,0.00784954,False,14.0
31,819004803107983360,2017-01-11 02:15:36,iPhone,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet,"https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1",Bo,https://t.co/AdPKrI8BZ1,doggo,94173,41327,standard_poodle,0.351308,True,toy_poodle,0.271929,True,Tibetan_terrier,0.0947592,True,14.0
32,817777686764523521,2017-01-07 16:59:28,iPhone,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo)",https://twitter.com/dog_rates/status/817777686764523521/video/1,Dido,https://t.co/m7isZrOBX7,doggo,11711,3013,curly-coated_retriever,0.733256,True,flat-coated_retriever,0.214145,True,Irish_water_spaniel,0.029769,True,13.0
33,813910438903693312,2016-12-28 00:52:25,iPhone,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist,https://twitter.com/dog_rates/status/813910438903693312/photo/1,Chubbs,https://t.co/z1VRj1cYZf,doggo,10179,2136,Siberian_husky,0.6993550000000001,True,Eskimo_dog,0.256433,True,Norwegian_elkhound,0.0131888,True,11.0
34,813202720496779264,2016-12-26 02:00:11,iPhone,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10,https://twitter.com/dog_rates/status/813202720496779264/photo/1,,https://t.co/cD967DjnIn,doggo,10055,2042,cocker_spaniel,0.701852,True,golden_retriever,0.120345,True,Labrador_retriever,0.0363202,True,11.0
35,813127251579564032,2016-12-25 21:00:18,iPhone,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup,"https://twitter.com/dog_rates/status/813127251579564032/photo/1,https://twitter.com/dog_rates/status/813127251579564032/photo/1",,https://t.co/BzITyGw3JA,doggo,13035,3565,Norwegian_elkhound,0.432416,True,whippet,0.374223,True,Siberian_husky,0.032462599999999994,True,11.0
36,813096984823349248,2016-12-25 19:00:02,iPhone,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him,https://twitter.com/dog_rates/status/813096984823349248/photo/1,Rocky,https://t.co/soNL00XWVu,doggo,11522,4110,Great_Dane,0.128056,True,Boston_bull,0.117003,True,kelpie,0.08696430000000001,True,11.0
37,808106460588765185,2016-12-12 00:29:28,iPhone,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time,https://twitter.com/dog_rates/status/808106460588765185/photo/1,,https://t.co/ANBpEYHaho,doggo,9571,2470,golden_retriever,0.426183,True,Labrador_retriever,0.257447,True,Great_Pyrenees,0.12648199999999998,True,12.0
38,801115127852503040,2016-11-22 17:28:25,iPhone,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine,"https://twitter.com/dog_rates/status/801115127852503040/photo/1,https://twitter.com/dog_rates/status/801115127852503040/photo/1",Bones,https://t.co/55Dqe0SJNj,doggo,8876,2369,dalmatian,0.823356,True,English_setter,0.0946019,True,bluetick,0.0219534,True,12.0
39,800018252395122689,2016-11-19 16:49:49,iPhone,Here's a doggo doin a struggle. 11/10 much determined,https://twitter.com/dog_rates/status/800018252395122689/video/1,,https://t.co/gQqRBfkX4I,doggo,31283,15017,vacuum,0.289485,False,punching_bag,0.243297,False,barbell,0.14363,False,11.0
40,799757965289017345,2016-11-18 23:35:32,iPhone,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back,"https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1",Sobe,https://t.co/OiH8PaOxB1,doggo,9259,2458,Border_collie,0.442534,True,collie,0.288684,True,Shetland_sheepdog,0.196399,True,13.0
41,796484825502875648,2016-11-09 22:49:15,iPhone,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere,https://twitter.com/dog_rates/status/796484825502875648/photo/1,,https://t.co/bvkkqOjNDV,doggo,8345,2006,cocker_spaniel,0.116924,True,seat_belt,0.107511,False,Australian_terrier,0.0998434,True,12.0
42,795464331001561088,2016-11-07 03:14:10,iPhone,Elder doggo does a splash. Both 13/10 incredible stuff,https://twitter.com/dog_rates/status/795464331001561088/video/1,,https://t.co/gBUDjdEcqz,doggo,54913,27139,golden_retriever,0.193082,True,Chesapeake_Bay_retriever,0.157927,True,soft-coated_wheaten_terrier,0.124684,True,13.0
43,786363235746385920,2016-10-13 00:29:39,iPhone,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af,"https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1",Rizzo,https://t.co/TVXpEJB7Wn,doggo,12003,3980,golden_retriever,0.929266,True,Labrador_retriever,0.0628667,True,Saluki,0.00215669,True,13.0
44,785639753186217984,2016-10-11 00:34:48,iPhone,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously,"https://twitter.com/dog_rates/status/785639753186217984/photo/1,https://twitter.com/dog_rates/status/785639753186217984/photo/1",Pinot,https://t.co/f2wmLZTPHd,doggo,8588,2512,porcupine,0.978042,False,sea_urchin,0.0061063,False,echidna,0.00544197,False,10.0
45,782747134529531904,2016-10-03 01:00:34,iPhone,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back,https://twitter.com/dog_rates/status/782747134529531904/photo/1,Deacon,https://t.co/C6fUMnHt1H,doggo,8192,1575,golden_retriever,0.560699,True,otterhound,0.199482,True,clumber,0.0406818,True,11.0
46,782305867769217024,2016-10-01 19:47:08,iPhone,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes,"https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1",Sampson,https://t.co/pgVKxRw0s1,doggo,18326,6317,briard,0.5044270000000001,True,soft-coated_wheaten_terrier,0.390678,True,Lhasa,0.0345955,True,12.0
47,781655249211752448,2016-09-30 00:41:48,Vine,This is Combo. The daily struggles of being a doggo have finally caught up with him. 11/10,https://vine.co/v/5rt6T3qm7hL,Combo,https://t.co/LOKrNo0OM7,doggo,4395,1263,,,,,,,,,,11.0
48,781308096455073793,2016-09-29 01:42:20,Vine,"Pupper butt 1, Doggo 0. Both 12/10",https://vine.co/v/5rgu2Law2ut,,https://t.co/WQvcPEpH2u,doggo,7843,2889,,,,,,,,,,12.0
49,780074436359819264,2016-09-25 16:00:13,Vine,Here's a doggo questioning his entire existence. 10/10 someone tell him he's a good boy ,https://vine.co/v/5nzYBpl0TY2,,https://t.co/dVm5Hgdpeb,doggo,13464,5667,,,,,,,,,,10.0
50,775733305207554048,2016-09-13 16:30:07,iPhone,This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well,https://twitter.com/dog_rates/status/775733305207554048/photo/1,Anakin,https://t.co/9CcBSxCXXG,doggo,15181,4526,long-horned_beetle,0.6138520000000001,False,ox,0.0294728,False,rhinoceros_beetle,0.0278061,False,11.0
51,775364825476165632,2016-09-12 16:05:54,iPhone,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10,"https://twitter.com/dog_rates/status/775364825476165632/photo/1,https://twitter.com/dog_rates/status/775364825476165632/photo/1,https://twitter.com/dog_rates/status/775364825476165632/photo/1,https://twitter.com/dog_rates/status/775364825476165632/photo/1",Finley,https://t.co/7FNcBaKbci,doggo,8166,3376,beagle,0.571229,True,Chihuahua,0.175257,True,Pembroke,0.034306300000000005,True,11.0
52,771908950375665664,2016-09-03 03:13:29,iPhone,"Doggo will persevere. 13/10
https://t.co/yOVzAomJ6k",https://twitter.com/yahoonews/status/771905568600719360,,https://t.co/yOVzAomJ6k,doggo,7189,2129,,,,,,,,,,13.0
53,768193404517830656,2016-08-23 21:09:14,iPhone,Meet Gerald. He's a fairly exotic doggo. Floofy af. Inadequate knees tho. Self conscious about large forehead. 8/10,https://twitter.com/dog_rates/status/768193404517830656/photo/1,Gerald,https://t.co/WmczvjCWJq,doggo,11919,3984,lion,0.396984,False,ram,0.30085100000000004,False,cheetah,0.094474,False,8.0
54,767191397493538821,2016-08-21 02:47:37,iPhone,I don't know any of the backstory behind this picture but for some reason I'm crying. 13/10 for owner and doggo,https://twitter.com/dog_rates/status/767191397493538821/photo/1,,https://t.co/QOKZdus9TT,doggo,13418,4297,patio,0.708665,False,boathouse,0.110056,False,pier,0.039532300000000006,False,13.0
55,760893934457552897,2016-08-03 17:43:45,iPhone,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10,https://twitter.com/dog_rates/status/760893934457552897/photo/1,Wishes,https://t.co/H9YgrUkYwa,doggo,4176,1087,Blenheim_spaniel,0.113992,True,cocker_spaniel,0.10578,True,borzoi,0.0739345,True,11.0
56,760521673607086080,2016-08-02 17:04:31,Vine,"Doggo want what doggo cannot have. Temptation strong, dog stronger. 12/10 ",https://vine.co/v/5ApKetxzmTB,,https://t.co/IqyTF6qik6,doggo,4618,1573,,,,,,,,,,12.0
57,759793422261743616,2016-07-31 16:50:42,iPhone,"Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time","https://twitter.com/dog_rates/status/759793422261743616/photo/1,https://twitter.com/dog_rates/status/759793422261743616/photo/1",Maggie,https://t.co/MYwR4DQKll,doggo,6491,2137,golden_retriever,0.985876,True,Labrador_retriever,0.00194777,True,kuvasz,0.00175174,True,12.0
58,758828659922702336,2016-07-29 00:57:05,iPhone,This doggo is just waiting for someone to be proud of her and her accomplishment. 13/10 legendary af,https://twitter.com/dog_rates/status/758828659922702336/photo/1,,https://t.co/9T2h14yn4Q,doggo,12196,4288,Chesapeake_Bay_retriever,0.480048,True,vizsla,0.264522,True,Weimaraner,0.12184,True,13.0
59,757393109802180609,2016-07-25 01:52:43,iPhone,Here's a doggo completely oblivious to the double rainbow behind him. 10/10 someone tell him,"https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1",,https://t.co/OfvRoD6ndV,doggo,6349,1960,Labrador_retriever,0.787125,True,Chesapeake_Bay_retriever,0.112676,True,Rottweiler,0.0480386,True,10.0
60,756526248105566208,2016-07-22 16:28:07,iPhone,All hail sky doggo. 13/10 would jump super high to pet,https://twitter.com/dog_rates/status/756526248105566208/photo/1,,https://t.co/CsLRpqdeTF,doggo,11320,4065,geyser,0.991273,False,volcano,0.00467251,False,fountain,0.00123403,False,13.0
61,755206590534418437,2016-07-19 01:04:16,iPhone,This is one of the most inspirational stories I've ever come across. I have no words. 14/10 for both doggo and owner,"https://twitter.com/dog_rates/status/755206590534418437/photo/1,https://twitter.com/dog_rates/status/755206590534418437/photo/1,https://twitter.com/dog_rates/status/755206590534418437/photo/1,https://twitter.com/dog_rates/status/755206590534418437/photo/1",,https://t.co/I5ld3eKD5k,doggo,17915,6011,web_site,0.906673,False,printer,0.00860027,False,carton,0.00453319,False,14.0
62,752682090207055872,2016-07-12 01:52:49,iPhone,Nothing better than a doggo and a sunset. 10/10 majestic af,"https://twitter.com/dog_rates/status/752682090207055872/photo/1,https://twitter.com/dog_rates/status/752682090207055872/photo/1",,https://t.co/xVSodF19PS,doggo,6536,1798,German_shepherd,0.299966,True,Eskimo_dog,0.278355,True,Siberian_husky,0.17852,True,10.0
63,752660715232722944,2016-07-12 00:27:52,iPhone,"Hooman used Pokeball
*wiggle*
*wiggle*
Doggo broke free 
10/10","https://twitter.com/dog_rates/status/752660715232722944/photo/1,https://twitter.com/dog_rates/status/752660715232722944/photo/1",,https://t.co/bWSgqnwSHr,doggo,4804,1755,goose,0.339324,False,English_setter,0.0505118,True,basset,0.049093300000000006,True,10.0
64,752334515931054080,2016-07-11 02:51:40,iPhone,Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx),https://twitter.com/dog_rates/status/752334515931054080/video/1,,https://t.co/jwd0j6oWLE,doggo,4153,1235,Bedlington_terrier,0.399163,True,standard_poodle,0.08642489999999999,True,wire-haired_fox_terrier,0.07523110000000001,True,8.0
65,751583847268179968,2016-07-09 01:08:47,iPhone,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho,https://twitter.com/dog_rates/status/751583847268179968/photo/1,,https://t.co/u2c9c7qSg8,doggo,4792,1246,dalmatian,0.8683040000000001,True,studio_couch,0.059623,False,snow_leopard,0.0138763,False,5.0
66,750011400160841729,2016-07-04 17:00:26,TweetDeck,Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. 11/10,https://twitter.com/dog_rates/status/750011400160841729/photo/1,Piper,https://t.co/D17IAcetmM,doggo,3520,1013,muzzle,0.23762,False,Boston_bull,0.0871498,True,sombrero,0.0685099,False,11.0
67,749075273010798592,2016-07-02 03:00:36,Vine,This is Boomer. He's self-baptizing. Other doggo not ready to renounce sins. 11/10 spiritually awakened af,https://vine.co/v/5ztZvHgI17r,Boomer,https://t.co/cRTJiQQk9o,doggo,6256,2306,,,,,,,,,,11.0
68,748932637671223296,2016-07-01 17:33:49,iPhone,Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet,https://twitter.com/dog_rates/status/748932637671223296/photo/1,Divine,https://t.co/BbcABzohKb,doggo,6346,2505,borzoi,0.742912,True,wire-haired_fox_terrier,0.204082,True,English_setter,0.0210323,True,13.0
69,748692773788876800,2016-07-01 01:40:41,iPhone,That is Quizno. This is his beach. He does not tolerate human shenanigans on his beach. 10/10 reclaim ur land doggo,https://twitter.com/dog_rates/status/748692773788876800/photo/1,,https://t.co/vdr7DaRSa7,doggo,4588,1472,ox,0.337871,False,plow,0.269287,False,oxcart,0.245653,False,10.0
70,745433870967832576,2016-06-22 01:50:58,iPhone,This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around,"https://twitter.com/dog_rates/status/745433870967832576/photo/1,https://twitter.com/dog_rates/status/745433870967832576/photo/1,https://twitter.com/dog_rates/status/745433870967832576/photo/1",Lenox,https://t.co/oYbVR4nBsR,doggo,7685,2820,barrow,0.999962,False,basset,1.44895e-05,True,wok,6.060880000000002e-06,False,10.0
